Ser,locations,sites,Season,Date,Temperature oC,Conductivity µS/cm,Salinity %0,D.O mg/l,pH,Turbidity NTU,TSS mg/l,Ammonia µg/l,Nitrate  µg/l,Nitrite  µg/l,Phosphate  µg/l,Silicate  µg/l,Alkalinity as CaCO3 mg/l,Chlorophyl-? µg/l,Hydrocarbon µg/l,TOC mg/l,
798,Al Jarim,16,3,26-Aug-15,34.75," 64,293 ",43.10,4.35,7.99,0.85,3.40,6.674,1.673,0.041,0.000,52.336,126.26,0.813,0.700,16.860,
799,Khor fasht,17,3,26-Aug-15,34.63," 69,692 ",47.31,5.49,8.08,1.21,5.23,3.941,106.092,0.561,0.081,91.913,126.26,1.096,0.400,18.760,
800,Marwada,18,3,26-Aug-15,34.51," 69,509 ",47.16,5.14,8.11,1.76,5.57,0.000,,0.245,0.000,80.564,127.39,0.807,0.600,14.920,
801,Sura,28,3,26-Aug-15,35.07," 67,471 ",45.55,5.51,8.11,3.35,19.90,2.717,175.668,0.937,0.000,133.108,127.88,0.673,1.700,41.260,
802,Al Jasra,23,3,30-Aug-15,34.35," 77,076 ",53.15,4.96,8.09,1.12,5.31,3.692,,1.728,0.000,63.200,129.82,1.231,0.800,4.260,
803,Bartafi,19,3,30-Aug-15,34.57," 70,851 ",48.24,5.09,7.87,2.34,4.42,10.558,26.065,1.969,0.000,46.575,124.00,1.240,1.500,19.780,
804,Gassar,20,3,30-Aug-15,34.47," 77,819 ",53.74,4.92,8.07,2.76,12.47,3.582,43.560,0.309,0.000,158.654,131.92,0.136,0.900,1.040,
805,Jazirat Ya’suf,22,3,30-Aug-15,34.45," 77,658 ",53.61,4.93,8.06,2.51,17.45,11.437,,1.784,0.000,286.653,129.50,0.107,1.200,1.400,
806,Umm Al na'asan,21,3,30-Aug-15,34.26," 77,814 ",53.76,4.98,8.01,2.52,5.00,0.823,71.870,1.232,0.000,153.511,134.34,1.038,6.600,12.900,
807,Al Gaha,9,4,1-Nov-15,29.53," 65,978 ",44.65,6.20,8.15,1.97,6.35,0.200,22.500,1.900,0.000,31.523,129.33,0.091,3.400,14.704,
808,Askar,6,4,1-Nov-15,28.76," 65,896 ",44.61,5.74,8.05,6.82,10.41,0.400,21.400,2.400,2.800,63.435,127.56,0.534,1.300,3.564,
809,Bapco,8,4,1-Nov-15,28.92," 65,873 ",44.59,5.35,8.04,4.34,7.51,0.600,30.100,3.100,3.100,50.957,124.81,0.537,0.700,4.154,
810,Fasht Tighalib,4,4,1-Nov-15,28.80," 66,246 ",44.89,5.98,8.07,2.24,5.89,0.200,10.300,1.600,0.000,35.328,127.07,0.166,1.900,0.734,
811,Ghumais,5,4,1-Nov-15,28.99," 66,869 ",45.36,6.04,8.03,4.09,30.68,0.200,12.900,1.600,0.000,9.349,121.73,0.260,1.200,13.634,
812,Jabbari,3,4,1-Nov-15,28.91," 67,128 ",45.56,5.74,8.04,1.69,6.91,0.800,18.600,4.200,0.000,54.099,127.07,0.038,13.500,8.184,
813,Mashtan,2,4,1-Nov-15,28.47," 67,155 ",45.60,6.13,8.06,1.24,4.50,0.800,8.100,1.200,3.500,34.767,128.69,0.255,0.900,0.000,
814,Msoor,7,4,1-Nov-15,28.59," 65,959 ",44.67,6.13,8.10,3.20,10.79,0.000,7.700,0.100,0.000,28.244,128.36,1.128,1.800,2.484,
815,Qassar Noon,1,4,1-Nov-15,28.91," 68,574 ",46.69,5.56,7.99,3.45,8.34,0.800,34.200,5.200,0.700,78.562,128.53,0.065,0.300,7.224,
816,Al Gazara,12,4,2-Nov-15,28.91," 65,871 ",44.59,5.81,8.05,1.83,5.25,0.000,2.585,1.015,0.000,24.291,124.00,0.501,9.700,1.304,
817,Amwaj,29,4,2-Nov-15,28.03," 65,240 ",44.12,6.10,8.18,2.44,5.08,0.000,14.099,5.101,0.000,40.924,124.64,0.903,0.300,0.534,
818,Dam,13,4,2-Nov-15,28.78," 65,489 ",44.30,5.83,8.03,4.79,20.60,0.000,5.333,1.967,0.000,24.076,131.92,0.266,4.400,0.000,
819,Fa'ash,11,4,2-Nov-15,28.88," 65,885 ",44.60,5.87,8.07,1.29,5.40,0.000,5.844,4.556,0.000,18.364,122.38,0.500,0.300,7.714,
820,Qita’at Jaradah,14,4,2-Nov-15,27.20," 64,725 ",43.77,6.67,7.87,5.97,14.94,0.000,21.968,1.332,1.000,24.046,124.64,0.192,3.700,8.704,
821,Suhain,10,4,2-Nov-15,28.82," 65,896 ",44.61,5.85,8.07,2.85,6.40,4.700,28.574,2.526,2.800,33.410,126.75,1.349,0.300,6.674,
822,Al Jarim,16,4,30-Nov-15,23.60," 63,012 ",42.54,6.61,8.24,2.69,4.42,8.999,0.095,0.003,0.383,21.053,124.03,0.212,0.300,0.000,
823,Al Jasra,23,4,30-Nov-15,23.60," 76,881 ",53.42,6.27,8.26,2.25,15.40,54.317,2.306,0.017,0.735,24.340,125.14,0.383,1.300,0.714,
824,Bartafi,19,4,30-Nov-15,23.30," 71,242 ",48.94,6.34,8.26,2.17,4.04,0.000,5.262,0.002,0.223,27.107,123.08,0.330,0.700,0.000,
825,Gassar,20,4,30-Nov-15,23.90," 78,564 ",54.77,6.27,8.27,1.69,7.70,0.000,1.715,0.005,1.209,14.466,130.34,0.850,1.000,1.174,
826,Jazirat Ya’suf,22,4,30-Nov-15,23.90," 77,951 ",54.28,5.97,8.25,1.92,6.40,15.213,2.783,0.015,0.561,21.927,129.08,0.828,0.900,0.854,
827,Khor fasht,17,4,30-Nov-15,23.10," 66,821 ",45.48,6.56,8.30,1.85,2.90,0.555,0.000,0.004,0.000,27.724,128.61,0.308,0.300,0.394,
828,Marwada,18,4,30-Nov-15,23.20," 67,597 ",46.09,6.56,8.30,2.30,4.06,0.000,0.000,0.007,0.000,22.995,127.98,1.103,0.400,0.000,
829,Umm Al na'asan,21,4,30-Nov-15,24.00," 78,508 ",54.72,5.98,8.26,1.81,5.25,0.000,2.720,0.011,0.244,13.680,128.92,0.945,0.900,0.644,
830,Abu Lthama,25,4,1-Dec-15,25.80," 60,245 ",40.37,6.20,8.39,0.73,2.24,5.644,29.980,6.438,3.186,54.499,127.98,1.034,0.500,0.000,
831,Bo Omamah,27,4,1-Dec-15,26.00," 60,153 ",40.30,6.30,8.40,1.99,8.87,0.989,24.006,6.207,1.894,47.231,128.29,1.246,1.300,0.000,
832,Najwat Abu Lthama,26,4,1-Dec-15,25.90," 60,080 ",40.25,6.43,8.40,0.75,2.64,0.000,26.240,3.256,1.497,49.301,124.84,1.340,1.900,0.000,
833,Shtaya,24,4,1-Dec-15,24.70," 60,937 ",40.93,6.44,8.28,0.81,8.37,1.526,22.806,0.214,0.047,35.666,126.08,0.517,2.200,0.000,
834,Sura,28,4,1-Dec-15,22.80," 65,467 ",44.44,5.87,8.29,1.45,3.35,3.372,39.171,2.206,1.812,33.028,128.29,1.129,1.100,0.000,
835,Al Gaha,9,1,17-Jan-16,18.70," 63,018 ",42.56,8.34,8.21,1.71,4.80,8.623,12.364,1.164,39.549,23.328,126.71,0.000,2.800,0.000,
836,Askar,6,1,17-Jan-16,18.10," 63,381 ",42.84,7.40,8.13,1.80,5.30,1.007,19.954,1.670,2.293,46.276,125.92,0.308,3.700,0.000,
837,Bapco,8,1,17-Jan-16,18.70," 63,184 ",42.69,6.59,8.07,3.36,7.29,0.135,33.209,2.872,7.656,43.146,130.82,0.637,8.700,0.279,
838,Fasht Tighalib,4,1,17-Jan-16,17.80," 64,472 ",43.67,7.44,8.14,1.02,3.32,2.907,15.088,1.119,0.089,27.691,124.03,0.000,8.500,0.000,
839,Jabbari,3,1,17-Jan-16,17.70," 64,670 ",43.82,7.46,8.15,0.87,4.52,1.090,18.276,1.230,0.000,25.658,130.82,0.213,12.900,0.000,
840,Mashtan,2,1,17-Jan-16,17.90," 65,222 ",44.25,7.63,8.17,0.93,3.50,0.644,14.821,0.886,2.098,16.012,129.87,0.000,3.300,0.000,
841,Msoor,7,1,17-Jan-16,18.60," 63,161 ",42.68,7.83,8.19,0.94,4.85,3.233,12.517,1.207,5.713,23.263,127.98,0.000,1.800,0.000,
842,Qassar Noon,1,1,17-Jan-16,17.80," 70,737 ",48.52,7.16,8.09,0.99,5.20,0.622,5.903,0.683,0.000,22.036,127.98,0.000,3.900,0.749,
843,Al Gazara,12,1,18-Jan-16,18.40," 63,105 ",42.63,7.40,8.16,2.63,5.21,4.222,27.580,0.291,1.513,22.842,127.98,0.286,5.500,0.000,
844,Dam,13,2,18-Jan-16,18.20," 62,905 ",42.48,7.33,8.14,1.81,5.31,0.050,20.424,0.000,0.501,20.772,129.55,0.116,4.000,0.000,
845,Fa'ash,11,1,18-Jan-16,18.20," 62,574 ",42.22,7.38,8.16,1.46,3.94,0.659,23.713,0.213,1.482,20.726,127.34,0.116,3.400,0.000,
846,Qita’at Jarada,14,1,18-Jan-16,17.40," 62,931 ",42.48,6.84,8.02,1.02,3.23,0.024,28.021,0.287,1.310,17.924,129.40,0.096,3.200,0.000,
847,Suhain,10,1,18-Jan-16,18.10," 62,660 ",42.29,7.26,8.14,1.22,4.00,5.155,23.184,0.409,1.033,22.461,127.34,0.096,1.000,0.000,
848,Al Jasra,23,1,1-Feb-16,13.50," 76,395 ",52.78,7.52,8.08,1.32,4.53,7.458,15.580,0.149,0.000,21.521,133.18,0.000,2.100,0.179,
849,Bartfi,19,1,1-Feb-16,14.40," 72,835 ",50.08,7.38,8.09,2.45,3.44,9.147,16.253,0.054,0.000,12.722,130.60,0.000,2.200,0.000,
850,Gassar,20,1,1-Feb-16,16.10," 77,968 ",54.20,7.05,8.09,1.24,3.27,7.966,8.697,,,24.560,128.45,0.233,1.900,0.549,
851,Jazirat Ya’suf,22,1,1-Feb-16,15.20," 78,074 ",54.24,7.14,8.09,2.05,5.20,8.535,7.405,0.000,0.000,21.574,128.92,0.233,6.400,1.049,
852,Khor fasht,17,1,1-Feb-16,15.00," 66,600 ",45.25,7.60,8.14,1.32,4.39,16.367,12.647,0.000,0.000,17.181,131.76,0.330,1.600,0.000,
853,Marwada,18,1,1-Feb-16,14.60," 68,530 ",46.67,7.62,8.12,1.79,4.74,10.287,11.974,,,18.067,128.92,0.233,2.200,0.249,
854,Umm Al na'asan,21,1,1-Feb-16,16.30," 77,871 ",54.14,6.99,8.09,1.04,4.44,10.827,8.445,0.004,,27.404,128.76,0.466,4.300,0.359,
855,Abu Lthama,25,1,2-Feb-16,19.60," 60,473 ",40.63,7.42,8.26,0.79,3.03,0.954,1.907,0.999,4.010,10.595,126.71,2.185,1.900,0.000,
856,Al Jarim,16,1,2-Feb-16,15.30," 64,829 ",43.87,7.84,8.18,2.05,4.56,0.313,0.000,0.855,0.940,19.745,129.87,0.116,3.100,0.000,
857,Bo Omamah,27,1,2-Feb-16,19.50," 60,720 ",40.82,7.22,8.24,2.31,5.64,2.774,3.525,1.042,4.153,27.352,129.71,0.095,2.000,0.000,
858,Najwat Abu Lthama,26,1,2-Feb-16,20.10," 60,154 ",40.40,7.19,8.23,0.87,3.08,4.369,8.462,5.976,6.985,21.117,131.13,0.211,17.500,0.000,
859,Shtaya,24,1,2-Feb-16,17.70," 61,015 ",41.03,7.41,8.19,2.37,6.11,1.170,2.637,0.128,3.494,29.681,127.34,0.213,3.800,0.000,
860,Sura,28,1,2-Feb-16,15.20," 63,826 ",43.10,7.63,8.21,3.05,9.95,5.899,8.806,0.543,2.297,20.199,131.61,0.000,6.000,0.000,
861,Al Gaha,9,2,17-Apr-16,24.10," 64,035 ",43.29,6.11,8.30,2.76,4.02,11.464,18.488,0.789,2.600,20.023,128.92,0.404,2.900,0.000,
862,Askar,6,2,17-Apr-16,24.30," 63,914 ",43.22,6.28,8.16,7.06,10.31,9.672,0.000,1.603,1.394,36.394,133.66,2.204,16.100,0.698,
863,Bapco,8,2,17-Apr-16,24.50," 64,010 ",43.28,6.23,8.12,3.92,6.91,6.531,0.000,3.888,0.569,27.062,130.03,0.965,11.700,0.488,
864,Fasht Tighalib,4,2,17-Apr-16,24.40," 64,580 ",43.72,6.23,8.20,2.46,3.49,18.897,17.743,0.503,1.903,25.467,129.55,0.404,2.700,0.000,
865,Ghumais,5,2,17-Apr-16,24.80," 64,234 ",43.45,6.17,8.20,5.22,9.80,3.048,14.144,1.115,0.249,39.110,127.34,0.403,1.500,0.000,
866,Jabbari,3,2,17-Apr-16,24.30," 65,396 ",44.36,6.23,8.17,1.43,3.22,38.907,0.834,0.267,0.890,29.165,131.29,0.500,5.000,0.000,
867,Mashtan,2,2,17-Apr-16,24.60," 66,843 ",45.47,6.13,8.29,1.39,3.83,20.417,19.476,0.132,2.154,21.955,129.08,0.425,1.900,0.168,
868,Msoor,7,2,17-Apr-16,24.80," 63,927 ",43.21,6.18,8.17,4.72,8.23,0.506,18.466,0.474,1.251,26.388,125.77,1.198,1.800,0.000,
869,Qassar Noon,1,2,17-Apr-16,24.00," 70,533 ",48.37,6.15,8.20,1.89,3.13,19.616,17.818,0.317,0.000,53.245,130.34,0.213,6.800,0.048,
870,Al Gazara,12,2,18-Apr-16,24.00," 64,034 ",43.31,6.34,8.19,2.72,4.46,2.143,29.229,2.834,2.964,27.381,129.87,0.309,3.200,0.000,
871,Dam,13,2,18-Apr-16,23.70," 63,873 ",43.20,6.40,8.18,1.15,3.92,0.764,31.965,0.000,0.260,15.519,128.92,0.096,2.100,0.000,
872,Fa'ash,11,2,18-Apr-16,23.80," 63,834 ",43.17,6.38,8.17,1.57,4.32,4.586,27.100,0.068,1.052,24.798,132.08,0.500,4.500,0.000,
873,Qita’at Jarada,14,2,18-Apr-16,24.00," 63,976 ",43.27,6.32,8.13,3.31,5.46,0.024,50.841,1.710,0.046,16.900,131.13,0.212,5.400,0.000,
874,Suhain,10,2,18-Apr-16,24.10," 63,984 ",43.27,6.31,8.13,1.42,4.57,8.147,53.212,1.601,5.862,29.636,129.24,0.457,2.300,0.000,
875,Al Jarim,16,2,19-Apr-16,24.10," 62,574 ",42.19,6.36,8.12,1.12,3.28,0.498,2.839,0.319,1.160,19.329,127.50,1.131,2.500,0.000,
876,Al Jasra,23,2,19-Apr-16,25.40," 75,933 ",52.62,5.75,8.21,1.64,8.00,8.953,8.178,1.448,0.000,27.152,130.03,1.343,2.300,0.000,
877,Bartfi,19,2,19-Apr-16,24.80," 71,220 ",48.89,5.97,8.16,1.46,4.00,3.244,0.000,1.879,0.063,23.468,127.19,1.344,1.500,0.000,
878,Gassar,20,2,19-Apr-16,24.30," 75,715 ",52.47,5.96,8.20,1.11,2.90,9.517,8.920,0.234,0.000,35.640,126.87,1.576,3.100,0.378,
879,Jazirat Ya’suf,22,2,19-Apr-16,25.40," 75,933 ",52.62,5.75,8.17,1.62,4.50,10.104,5.384,3.087,0.000,40.847,129.55,1.748,2.600,0.268,
880,Khor fasht,17,2,19-Apr-16,24.70," 67,837 ",46.25,6.09,8.18,1.15,3.50,3.927,3.656,0.509,1.358,23.029,128.29,1.152,1.900,0.000,
881,Marwada,18,2,19-Apr-16,24.20," 64,910 ",43.95,6.29,8.20,1.27,2.81,1.481,0.000,0.281,0.680,25.101,130.18,1.248,2.600,0.000,
882,Umm Al na'asan,21,2,19-Apr-16,24.20," 76,246 ",52.92,5.96,8.18,2.14,5.13,2.692,2.409,0.830,0.000,33.521,131.76,1.696,1.300,0.000,
883,Abu Lthama,25,2,20-Apr-16,23.10," 60,365 ",40.52,6.61,8.22,1.38,2.16,3.062,0.000,0.579,3.190,23.945,131.29,0.287,1.200,0.000,
884,Bo Omamah,27,2,20-Apr-16,23.00," 60,314 ",40.49,6.64,8.25,0.72,4.13,0.000,4.156,0.000,2.748,27.851,129.87,0.383,1.600,0.000,
885,Najwat Abu Lthama,26,2,20-Apr-16,23.30," 60,268 ",40.44,6.57,8.24,0.75,3.14,9.344,2.689,0.000,2.250,28.508,131.92,0.193,0.900,0.000,
886,Shtaya,24,2,20-Apr-16,23.70," 60,577 ",40.67,6.48,8.13,0.94,2.49,0.000,2.391,0.444,1.566,43.697,134.13,0.287,4.300,0.000,
887,Sura,28,2,20-Apr-16,25.50," 65,917 ",44.77,5.97,8.24,2.46,4.63,1.302,11.527,0.787,0.000,43.064,129.71,0.383,1.100,0.000,
888,Al Jasra,23,3,7-Aug-16,35.20," 77,848 ",53.73,4.29,7.99,0.91,6.80,7.294,37.510,0.919,0.000,200.786,124.98,0.000,2.200,5.684,
889,Bartfi,19,3,7-Aug-16,35.20," 74,420 ",50.99,4.35,7.98,0.52,6.50,6.139,44.608,2.597,1.731,29.407,122.61,0.000,2.400,2.414,
890,Gassar,20,3,7-Aug-16,35.30," 77,328 ",53.30,4.28,7.96,1.30,5.00,20.190,48.241,1.046,0.000,191.062,134.60,0.000,1.200,0.554,
891,Jazirat Ya’suf,22,3,7-Aug-16,35.10," 77,629 ",53.56,4.31,7.97,0.60,6.40,7.104,32.542,1.769,0.000,199.486,131.92,0.000,1.300,0.884,
892,Umm Al na'asan,21,3,7-Aug-16,34.80," 77,238 ",53.26,4.35,7.87,0.71,2.80,18.110,31.551,0.678,0.000,184.155,132.08,0.000,1.200,0.764,
893,Abu Lthama,25,3,8-Aug-16,34.10," 59,385 ",39.41,4.77,8.17,0.58,5.40,1.115,13.759,0.501,0.594,12.474,125.14,0.212,1.300,5.894,
894,Al Jarim,16,3,8-Aug-16,35.00," 61,959 ",41.32,4.61,8.12,0.91,7.60,1.466,23.463,0.464,0.584,33.748,126.08,0.424,2.500,0.924,
895,Bo Omamah,27,3,8-Aug-16,34.20," 59,053 ",39.16,4.77,8.20,0.68,6.10,3.553,17.922,0.233,0.252,14.653,120.40,0.096,2.300,0.000,
896,Najwat Abu Lthama,26,3,8-Aug-16,34.10," 59,061 ",39.17,4.78,8.19,0.87,11.00,4.645,16.889,0.450,0.000,7.108,122.93,0.404,1.500,5.374,
897,Ritz Carlton,29,4,8-Aug-16,35.7," 68,488 ",46.31,4.4,7.99,0.93,5.90,58.861,35.486,2.187,1.149,84.517,124.82,0.753,2.2,0.324,
898,Shtaya,24,3,8-Aug-16,35.40," 61,312 ",40.86,4.69,7.83,0.72,6.60,1.990,23.672,0.619,0.988,22.604,120.87,0.212,2.000,1.234,
899,Al Gaha,9,3,9-Aug-16,35.20," 64,142 ",42.98,4.54,8.03,1.03,13.50,6.514,33.714,1.913,0.406,32.544,118.98,0.309,2.400,2.274,
900,Askar,6,3,9-Aug-16,35.50," 64,517 ",43.24,4.49,7.96,0.96,7.10,6.931,16.615,1.038,0.000,84.723,117.88,4.040,2.100,0.000,
901,Bapco,8,3,9-Aug-16,35.80," 64,557 ",43.27,4.46,7.94,1.62,8.44,13.648,7.684,1.785,0.000,167.675,119.93,1.314,3.300,0.954,
902,Fasht Tighalib,4,3,9-Aug-16,35.10," 65,129 ",43.74,4.53,8.04,0.83,6.50,2.351,26.599,0.647,0.000,93.183,122.45,1.199,2.200,0.244,
903,Ghumais,5,3,9-Aug-16,35.30," 64,889 ",43.55,4.51,8.05,1.00,12.30,3.469,26.397,0.630,0.000,48.680,115.67,0.308,2.900,0.084,
904,Jabbari,3,3,9-Aug-16,35.30," 65,771 ",44.23,4.50,8.04,1.05,5.40,3.305,24.698,1.411,0.000,112.138,119.14,0.637,2.900,0.764,
905,Mashtan,2,3,9-Aug-16,35.20," 65,985 ",44.39,4.50,8.07,1.13,12.40,1.471,17.473,9.508,0.000,45.706,124.66,0.732,2.500,0.604,
906,Msoor,7,3,9-Aug-16,35.50," 64,367 ",43.14,4.50,8.06,0.92,11.40,3.064,29.868,0.537,1.506,47.447,121.19,0.732,2.000,4.024,
907,Qassar Noon,1,3,9-Aug-16,35.20," 70,945 ",48.25,4.42,7.97,0.77,4.80,4.890,17.542,4.079,0.000,515.410,119.77,0.638,1.600,0.814,
908,Al Gazara,12,3,10-Aug-16,35.20," 64,096 ",42.94,4.54,8.12,1.14,8.00,1.250,25.008,0.000,10.499,11.041,130.18,0.924,0.700,0.000,
909,Dam,13,3,10-Aug-16,35.00," 64,191 ",43.03,4.56,8.11,1.08,9.20,0.000,21.582,0.000,1.566,23.409,122.45,0.520,1.600,0.254,
910,Fa'ash,11,3,10-Aug-16,35.30," 63,943 ",42.82,4.53,8.10,1.25,12.60,3.880,24.914,4.022,4.021,15.825,124.50,1.643,2.000,0.000,
911,Khor fasht,17,3,10-Aug-16,34.60," 67,375 ",45.51,4.56,8.02,0.87,13.50,2.238,7.015,1.542,0.000,30.573,122.61,1.254,4.700,0.394,
912,Marwada,18,3,10-Aug-16,34.90," 72,110 ",49.18,4.43,7.97,1.12,16.90,6.435,8.798,1.031,,44.228,123.56,1.443,2.900,0.154,
913,Qita’at Jarada,14,3,10-Aug-16,35.10," 63,899 ",42.75,4.58,7.98,1.17,9.50,1.893,29.169,0.000,1.404,11.037,120.40,0.828,4.700,0.604,
914,Suhain,10,3,10-Aug-16,34.50," 64,189 ",43.03,4.63,7.93,0.89,6.00,15.554,50.100,6.800,5.140,62.435,121.82,0.406,2.400,0.000,
915,Sura,28,3,10-Aug-16,34.70," 66,196 ",44.59,4.58,7.90,1.15,5.10,6.353,17.418,0.454,0.000,30.329,118.98,0.712,2.000,0.414,
916,Al Gaha,9,4,24-Oct-16,28.70," 62,774 ",42.21,5.45,8.04,1,5.90,1.018,79.233,1.896,5.924,45.550,127.98,0,11.5,0,
917,Askar,6,4,24-Oct-16,27.70," 62,888 ",42.29,5.61,8.01,1.5,5.30,7.822,23.308,0.278,0.000,67.129,130.34,0.1164,2.1,0.161,
918,Bapco,8,4,24-Oct-16,28.50," 62,926 ",42.03,5.47,7.77,3.5,9.10,24.370,26.745,3.484,1.416,95.385,132.71,0.5408,2.6,0,
919,Fasht Tighalib,4,4,24-Oct-16,28.50," 63,953 ",43.12,5.45,8.19,1,3.80,0.000,11.640,0.000,0.000,48.448,127.34,0.3286,1.1,0,
920,Ghumais,5,4,24-Oct-16,28.60," 63,481 ",42.76,5.45,8.18,1.4,6.80,5.528,12.283,0.048,0.000,51.040,123.08,0.477,2.3,0,
921,Jabbari,3,4,24-Oct-16,28.60," 64,280 ",43.37,5.43,8.03,0.6,3.30,8.920,10.202,0.536,0.000,51.667,128.61,0.2122,1.4,0,
922,Mashtan,2,4,24-Oct-16,28.50," 66,213 ",44.86,5.39,8.17,0.6,4.70,0.993,4.425,0.904,0.767,79.922,129.08,0.1164,1.1,0,
923,Msoor,7,4,24-Oct-16,28.10," 62,649 ",42.14,5.56,8.12,1.4,5.40,4.005,14.778,0.000,0.000,41.965,129.55,0.4234,7,0,
924,Qassar Noon,1,4,24-Oct-16,28.50," 68,104 ",46.34,5.36,8.04,0.6,5.00,18.019,14.424,1.692,0.000,105.558,128.61,0.1164,3.9,0,
925,Al Gazara,12,4,25-Oct-16,29.00," 62,179 ",41.75,5.42,8.39,0.8,2.20,0.000,8.110,0.000,0.000,38.139,124.5,0.4038,8.6,0,
926,Dam,13,4,25-Oct-16,29.00," 51,725 ",41.4,5.42,8.21,1.3,4.10,0.000,6.395,0.129,0.000,27.361,125.61,0.3286,6.2,0,
927,Fa'ash,11,4,25-Oct-16,29.00," 62,207 ",41.77,5.41,8.29,1,4.60,0.000,24.482,0.026,1.244,29.919,125.45,0.308,5.9,0,
928,Qita’at Jarada,14,4,25-Oct-16,29.00," 62,060 ",41.65,5.42,7.98,1.2,5.60,0.000,9.838,0.128,0.000,27.185,123.24,0.5202,8.1,0,
929,Ritz Carlton,29,4,25-Oct-16,29.90," 67,757 ",46.06,5.3,8.44,1.8,5.90,3.318,30.901,1.178,0.691,80.793,124.82,0.7118,9.7,0,
930,Suhain,10,4,25-Oct-16,28.70," 62,534 ",42.03,5.46,8.2,1,4.00,10.210,40.150,1.168,1.856,35.102,124.35,0.1916,5.8,0,
931,Al Jarim,16,4,26-Oct-16,28.80," 61,648 ",41.35,5.47,8.19,0.6,3.40,0.000,0.853,0.000,0.000,28.852,127.82,0.0958,6.8,0,
932,Khor fasht,17,4,26-Oct-16,28.60," 67,409 ",45.8,5.36,8.12,1.1,4.70,0.616,30.838,0.354,0.000,37.706,123.24,0.308,1.2,0,
933,Marwada,18,4,26-Oct-16,28.60," 68,296 ",46.48,5.34,8.13,1,5.30,1.250,8.851,0.177,0.000,33.499,129.87,0.5026,10.9,0,
934,Abu Lthama,25,4,13-Nov-16,27.70," 59,155 ",39.49,5.71,8.07,0.55,6.40,6.650,5.209,0.000,0.000,15.389,128.61,0.8488,1.5,0,
935,Bo Omamah,27,4,13-Nov-16,27.50," 59,221 ",39.55,5.75,8.05,0.6,9.00,6.964,59.601,0.934,0.110,16.487,131.29,1.1156,2.5,0,
936,Najwat Abu Lthama,26,4,13-Nov-16,27.90," 59,118 ",39.46,5.67,8.02,0.66,4.33,17.801,12.493,1.636,0.795,38.760,129.55,1.6214,3.3,0,
937,Shtaya,24,4,13-Nov-16,26.50," 59,477 ",39.77,5.91,8.04,0.77,4.50,5.861,37.108,0.203,0.474,25.547,129.24,0.4244,2.9,0,
938,Sura,28,4,13-Nov-16,24.20," 63,271 ",42.72,6.24,7.96,0.82,10.70,4.096,26.585,0.159,1.261,22.138,125.14,0.4038,1.3,0,
939,Al Jasra,23,4,14-Nov-16,23.70," 73,783 ",50.94,6.04,8.07,1.45,15.60,10.691,16.339,0.725,0.000,63.657,132.71,0.4038,2.8,0,
940,Bartafi,19,4,14-Nov-16,24.50," 68,613 ",46.86,6.05,7.98,1.02,12.20,3.613,22.389,1.031,0.000,30.455,128.92,0.308,1.6,0,
941,Jazirat Ya’suf,22,4,14-Nov-16,24.40," 75,840 ",52.58,5.87,8.02,0.95,13.30,8.995,34.177,0.663,0.000,30.386,131.76,0.4038,3.2,0.131,
942,Qassar,20,4,14-Nov-16,25.60," 77,069 ",53.53,5.62,7.99,0.93,13.50,0.000,5.791,0.000,0.000,49.528,130.18,0.308,2.5,0.401,
943,Umm Al na'asan,21,4,14-Nov-16,25.70," 76,969 ",53.45,5.61,7.97,1.1,12.60,0.000,2.592,0.121,0.000,51.248,132.08,0.6366,2.4,0.481,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Min,,,,13.32," 51,725 ",39.16,3.32,7.35,0.19,0.09,0.000,0.000,0.000,0.000,0.000,90.63,0.000,0.000,0.000,
,Average,,,,26.36," 67,410 ",45.89301179,6.044818763,8.077937301,1.833,5.82,9.022,14.488,1.268,1.881,49.954,124.23,0.580,2.279,1.922,
,Max,,,,35.80," 81,700 ",56.9,10.87,8.84,10.32,74.40,155.368,220.190,20.970,39.549,990.970,157.63,5.043,66.300,41.260,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
